id_competence,competence,competence_definition,id_skill,ability,ability_definition,course_abilities
24.0,Data skills,"Una persona demuestra su competencia de data skills cuando es capaz de emplear principios, metodologías, procedimientos, técnicas y herramientas para mejorar su capacidad para tomar decisiones a partir del análisis de datos.",97.0,Análisis de datos,"Habilidad para examinar un conjunto de datos con miras a identificar tendencias, patrones o datos que revelen insights para guiar la toma de decisiones o el diseño de soluciones.","Análisis de datos: 
Habilidad para examinar un conjunto de datos con miras a identificar tendencias, patrones o datos que revelen insights para guiar la toma de decisiones o el diseño de soluciones."
24.0,Data skills,"Una persona demuestra su competencia de data skills cuando es capaz de emplear principios, metodologías, procedimientos, técnicas y herramientas para mejorar su capacidad para tomar decisiones a partir del análisis de datos.",98.0,Visualización de datos,"Habilidad para presentar datos empleando atributos visuales en forma de gráficos, infografías, diagramas o mapas. ","Visualización de datos: 
Habilidad para presentar datos empleando atributos visuales en forma de gráficos, infografías, diagramas o mapas. "
24.0,Data skills,"Una persona demuestra su competencia de data skills cuando es capaz de emplear principios, metodologías, procedimientos, técnicas y herramientas para mejorar su capacidad para tomar decisiones a partir del análisis de datos.",99.0,Inteligencia de negocios (BI),"Habilidad para desarrollar una visión integral de los datos de una organización y darles uso para impulsar el cambio, eliminar las ineficiencias y adaptarse rápidamente a los cambios del mercado o del suministro.","Inteligencia de negocios (BI): 
Habilidad para desarrollar una visión integral de los datos de una organización y darles uso para impulsar el cambio, eliminar las ineficiencias y adaptarse rápidamente a los cambios del mercado o del suministro."
24.0,Data skills,"Una persona demuestra su competencia de data skills cuando es capaz de emplear principios, metodologías, procedimientos, técnicas y herramientas para mejorar su capacidad para tomar decisiones a partir del análisis de datos.",100.0,Inteligencia artificial (AI),Habilidad para simular los procesos de la inteligencia humana por medio del diseño y ejecución de algoritmos en entornos dinámicos de computación.,"Inteligencia artificial (AI): 
Habilidad para simular los procesos de la inteligencia humana por medio del diseño y ejecución de algoritmos en entornos dinámicos de computación."
24.0,Data skills,"Una persona demuestra su competencia de data skills cuando es capaz de emplear principios, metodologías, procedimientos, técnicas y herramientas para mejorar su capacidad para tomar decisiones a partir del análisis de datos.",101.0,Big data,"Habilidad para identificar los factores impactan en la experiencia del cliente, para crear estrategias de atención e interacción, a través de diversos canales, que permitan brindarle una experiencia memorable.","Big data: 
Habilidad para identificar los factores impactan en la experiencia del cliente, para crear estrategias de atención e interacción, a través de diversos canales, que permitan brindarle una experiencia memorable."
24.0,Data skills,"Una persona demuestra su competencia de data skills cuando es capaz de emplear principios, metodologías, procedimientos, técnicas y herramientas para mejorar su capacidad para tomar decisiones a partir del análisis de datos.",102.0,Probabilidad y estadística,"Habilidad de usar la estadística para recopilar, explorar y presentar grandes cantidades de datos con miras a descubrir patrones y tendencias implícitos, así como de analizar modelos de eventos o fenómenos que incorporan variables aleatorias y distribuciones de probabilidad y anticipar la posibilidad de que un determinado resultado ocurra producto del azar.  ","Probabilidad y estadística: 
Habilidad de usar la estadística para recopilar, explorar y presentar grandes cantidades de datos con miras a descubrir patrones y tendencias implícitos, así como de analizar modelos de eventos o fenómenos que incorporan variables aleatorias y distribuciones de probabilidad y anticipar la posibilidad de que un determinado resultado ocurra producto del azar.  "
25.0,Product design,"Una persona demuestra su competencia de product management cuando es capaz de emplear un método de diseño iterativo de manera formal para resolver un problema práctico mediante la creación de un bien no físico, de naturaleza digital, que cumple un objetivo de negocio.",103.0,Design thinking,"Habilidad para maximizar la creatividad y diseñar soluciones que, aplicadas a un producto o servicio, logren satisfacer las necesidades de su usuario, a partir del entendimiento empático de este y el prototipado y testeo iterativo en un ciclo de mejora contínua.","Design thinking: 
Habilidad para maximizar la creatividad y diseñar soluciones que, aplicadas a un producto o servicio, logren satisfacer las necesidades de su usuario, a partir del entendimiento empático de este y el prototipado y testeo iterativo en un ciclo de mejora contínua."
25.0,Product design,"Una persona demuestra su competencia de product management cuando es capaz de emplear un método de diseño iterativo de manera formal para resolver un problema práctico mediante la creación de un bien no físico, de naturaleza digital, que cumple un objetivo de negocio.",104.0,Diseño UX,"Habilidad para diseñar la experiencia de usuario con un producto a partir del conocimiento de sus gustos, expectativas, necesidades, deseos  y opiniones, explotando el potencial de las tecnologías digitales interactivas.","Diseño UX: 
Habilidad para diseñar la experiencia de usuario con un producto a partir del conocimiento de sus gustos, expectativas, necesidades, deseos  y opiniones, explotando el potencial de las tecnologías digitales interactivas."
25.0,Product design,"Una persona demuestra su competencia de product management cuando es capaz de emplear un método de diseño iterativo de manera formal para resolver un problema práctico mediante la creación de un bien no físico, de naturaleza digital, que cumple un objetivo de negocio.",105.0,Diseño UI,"Habilidad para diseñar la interfaz gráfica de un software o dispositivo digital, centrándose en la apariencia y garantizando la usabilidad, accesibilidad y escalabilidad del producto.","Diseño UI: 
Habilidad para diseñar la interfaz gráfica de un software o dispositivo digital, centrándose en la apariencia y garantizando la usabilidad, accesibilidad y escalabilidad del producto."
25.0,Product design,"Una persona demuestra su competencia de product management cuando es capaz de emplear un método de diseño iterativo de manera formal para resolver un problema práctico mediante la creación de un bien no físico, de naturaleza digital, que cumple un objetivo de negocio.",106.0,Prototipado,"Habilidad para  materializar modelos fácilmente ampliables y modificables de un producto en desarrollo para ponerlos a prueba en su escenario de uso, con el propósito de obtener retroalimentación de los posibles usuarios sobre su experiencia.","Prototipado: 
Habilidad para  materializar modelos fácilmente ampliables y modificables de un producto en desarrollo para ponerlos a prueba en su escenario de uso, con el propósito de obtener retroalimentación de los posibles usuarios sobre su experiencia."
25.0,Product design,"Una persona demuestra su competencia de product management cuando es capaz de emplear un método de diseño iterativo de manera formal para resolver un problema práctico mediante la creación de un bien no físico, de naturaleza digital, que cumple un objetivo de negocio.",107.0,UX Research,"Habilidad para emprender procesos de investigación que conduzcan a obtener información precisa y completa sobre los usuarios potenciales de un producto o servicio, su contexto y su comportamiento para diseñar u optimizar productos o servicios que se ajusten a sus necesidades reales.","UX Research: 
Habilidad para emprender procesos de investigación que conduzcan a obtener información precisa y completa sobre los usuarios potenciales de un producto o servicio, su contexto y su comportamiento para diseñar u optimizar productos o servicios que se ajusten a sus necesidades reales."
26.0,Desarrollo de software,"Una persona demuestra su competencia de desarrollo de software cuando es capaz de realizar una serie de actividades orientadas al análisis de requisitos, diseño, arquitectura, programación, prueba y documentación de un proyecto de software.",107.0,Pensamiento computacional,"Habilidad que permite formular o resolver problemas del mundo que nos rodea haciendo uso de  técnicas, como las secuencias e instrucciones ordenadas.","Pensamiento computacional: 
Habilidad que permite formular o resolver problemas del mundo que nos rodea haciendo uso de  técnicas, como las secuencias e instrucciones ordenadas."
26.0,Desarrollo de software,"Una persona demuestra su competencia de desarrollo de software cuando es capaz de realizar una serie de actividades orientadas al análisis de requisitos, diseño, arquitectura, programación, prueba y documentación de un proyecto de software.",110.0,Software testing,Habilidad para verificar y validar la funcionalidad de un programa o una aplicación de software (de forma manual o automatizada) con el objetivo de garantizar que esté libre de defectos y cumpla con los requisitos de calidad. ,"Software testing: 
Habilidad para verificar y validar la funcionalidad de un programa o una aplicación de software (de forma manual o automatizada) con el objetivo de garantizar que esté libre de defectos y cumpla con los requisitos de calidad. "
26.0,Desarrollo de software,"Una persona demuestra su competencia de desarrollo de software cuando es capaz de realizar una serie de actividades orientadas al análisis de requisitos, diseño, arquitectura, programación, prueba y documentación de un proyecto de software.",111.0,DevOps,"Habilidad para aumentar la agilidad, la eficacia, la eficiencia, la colaboración y la fluidez de la comunicación entre los equipos de desarrollo y operaciones adoptando el marco de trabajo DevOps.","DevOps: 
Habilidad para aumentar la agilidad, la eficacia, la eficiencia, la colaboración y la fluidez de la comunicación entre los equipos de desarrollo y operaciones adoptando el marco de trabajo DevOps."
26.0,Desarrollo de software,"Una persona demuestra su competencia de desarrollo de software cuando es capaz de realizar una serie de actividades orientadas al análisis de requisitos, diseño, arquitectura, programación, prueba y documentación de un proyecto de software.",112.0,Herramientas de desarrollo de software,"Habilidad para emplear eficazmente diversas herramientas y lenguajes en el modelaje, desarrollo, prueba, depuración y diseño de software.","Herramientas de desarrollo de software: 
Habilidad para emplear eficazmente diversas herramientas y lenguajes en el modelaje, desarrollo, prueba, depuración y diseño de software."
26.0,Desarrollo de software,"Una persona demuestra su competencia de desarrollo de software cuando es capaz de realizar una serie de actividades orientadas al análisis de requisitos, diseño, arquitectura, programación, prueba y documentación de un proyecto de software.",113.0,Herramientas No Code,"Habilidad para crear webs, apps o generar scripts destinados a automatizar procesos sin necesidad de tener conocimientos previos de programación, valiéndose de herramientas de desarrollo no-code que están configuradas a partir de módulos precodificados en interfaces intuitivas.","Herramientas No Code: 
Habilidad para crear webs, apps o generar scripts destinados a automatizar procesos sin necesidad de tener conocimientos previos de programación, valiéndose de herramientas de desarrollo no-code que están configuradas a partir de módulos precodificados en interfaces intuitivas."
27.0,Desarrollo web,"Una persona demuestra su competencia de desarrollo web cuando es capaz de completar con éxito el proceso para la creación de un sitio web, una aplicación o un software, operando tanto sobre la interfaz, o capa superior, con la que el usuario interactúa como sobre los dispositivos y herramientas tecnológicas que trabajan para cumplir con las solicitudes y tareas del usuario (enrutadores, servidores, bases de datos, etc.). ",114.0,Desarrollo frontend,Habilidad para usar lenguajes de programación y hojas de estilo para definir la jerarquía y distribución de la información que se visualiza en una interfaz gráfica así como el diseño con el que se le presenta al usuario.,"Desarrollo frontend: 
Habilidad para usar lenguajes de programación y hojas de estilo para definir la jerarquía y distribución de la información que se visualiza en una interfaz gráfica así como el diseño con el que se le presenta al usuario."
27.0,Desarrollo web,"Una persona demuestra su competencia de desarrollo web cuando es capaz de completar con éxito el proceso para la creación de un sitio web, una aplicación o un software, operando tanto sobre la interfaz, o capa superior, con la que el usuario interactúa como sobre los dispositivos y herramientas tecnológicas que trabajan para cumplir con las solicitudes y tareas del usuario (enrutadores, servidores, bases de datos, etc.). ",115.0,Desarrollo backend,Habilidad para desarrollar la arquitectura interna de un sitio web y asegurar que todos sus componentes de ejecuten la función correcta y cumplan con sus requisitos de calidad y seguridad. ,"Desarrollo backend: 
Habilidad para desarrollar la arquitectura interna de un sitio web y asegurar que todos sus componentes de ejecuten la función correcta y cumplan con sus requisitos de calidad y seguridad. "
27.0,Desarrollo web,"Una persona demuestra su competencia de desarrollo web cuando es capaz de completar con éxito el proceso para la creación de un sitio web, una aplicación o un software, operando tanto sobre la interfaz, o capa superior, con la que el usuario interactúa como sobre los dispositivos y herramientas tecnológicas que trabajan para cumplir con las solicitudes y tareas del usuario (enrutadores, servidores, bases de datos, etc.). ",116.0,Diseño e implementación de APIs,Habilidad para desarrollar interfaces de programación de aplicaciones (API) para comunicar entre sí a dos componentes de software mediante un conjunto de definiciones y protocolos. ,"Diseño e implementación de APIs: 
Habilidad para desarrollar interfaces de programación de aplicaciones (API) para comunicar entre sí a dos componentes de software mediante un conjunto de definiciones y protocolos. "
28.0,Digital skills,"Una persona demuestra su competencia digital (o habilidades digitales - digital skills) cuando es capaz de reconocer los problemas que ciertas herramientas, metodologías y tecnologías digitales le pueden ayudar a solucionar, y no solo visualiza, sino que aprovecha las oportunidades para emplearlas como soluciones dentro de su proceso de trabajo o el de su equipo.",117.0,Diseño gráfico digital,Habilidad para crear piezas gráficas bidimensionales o tridimensionales que comuniquen eficazmente un mensaje a través de los medios digitales para los que fueron concebidas. ,"Diseño gráfico digital: 
Habilidad para crear piezas gráficas bidimensionales o tridimensionales que comuniquen eficazmente un mensaje a través de los medios digitales para los que fueron concebidas. "
28.0,Digital skills,"Una persona demuestra su competencia digital (o habilidades digitales - digital skills) cuando es capaz de reconocer los problemas que ciertas herramientas, metodologías y tecnologías digitales le pueden ayudar a solucionar, y no solo visualiza, sino que aprovecha las oportunidades para emplearlas como soluciones dentro de su proceso de trabajo o el de su equipo.",118.0,Tendencias digitales,"Habilidad para reconocer el impacto acelerador de la productividad, la competitividad y la ciberseguridad de las nuevas tecnologías digitales y visualizar escenarios, requisitos, desafíos y oportunidades para incorporarlas en diversas estrategias y procesos del negocio.","Tendencias digitales: 
Habilidad para reconocer el impacto acelerador de la productividad, la competitividad y la ciberseguridad de las nuevas tecnologías digitales y visualizar escenarios, requisitos, desafíos y oportunidades para incorporarlas en diversas estrategias y procesos del negocio."
28.0,Digital skills,"Una persona demuestra su competencia digital (o habilidades digitales - digital skills) cuando es capaz de reconocer los problemas que ciertas herramientas, metodologías y tecnologías digitales le pueden ayudar a solucionar, y no solo visualiza, sino que aprovecha las oportunidades para emplearlas como soluciones dentro de su proceso de trabajo o el de su equipo.",119.0,Transformación digital,"Habilidad para generar las transformaciones organizacionales (en términos de las personas, la cultura y los modelos) que se requieran para acelerar el desarrollo de estrategias digitales en los negocios.","Transformación digital: 
Habilidad para generar las transformaciones organizacionales (en términos de las personas, la cultura y los modelos) que se requieran para acelerar el desarrollo de estrategias digitales en los negocios."
28.0,Digital skills,"Una persona demuestra su competencia digital (o habilidades digitales - digital skills) cuando es capaz de reconocer los problemas que ciertas herramientas, metodologías y tecnologías digitales le pueden ayudar a solucionar, y no solo visualiza, sino que aprovecha las oportunidades para emplearlas como soluciones dentro de su proceso de trabajo o el de su equipo.",121.0,Contenido digital,"Habilidad para planear, crear y publicar piezas de información en medios digitales que respondan a un propósito comunicativo o comercial específico.","Contenido digital: 
Habilidad para planear, crear y publicar piezas de información en medios digitales que respondan a un propósito comunicativo o comercial específico."
29.0,Gestión de recursos tecnológicos,Una persona demuestra que sabe gestionar recursos tecnológicos cuando es capaz de garantizar la disponibilidad y operatividad de los recursos tecnológicos de una organización y maximizar su eficacia.,122.0,Arquitectura TI,"Habilidad para estructurar y relacionar todos los elementos de TI de una organización en una arquitectura de la información, una arquitectura de los sistemas de información y una arquitectura de los servicios tecnológicos.","Arquitectura TI: 
Habilidad para estructurar y relacionar todos los elementos de TI de una organización en una arquitectura de la información, una arquitectura de los sistemas de información y una arquitectura de los servicios tecnológicos."
29.0,Gestión de recursos tecnológicos,Una persona demuestra que sabe gestionar recursos tecnológicos cuando es capaz de garantizar la disponibilidad y operatividad de los recursos tecnológicos de una organización y maximizar su eficacia.,123.0,Gestión documental,"Habilidad para administrar (con base en normas técnicas, políticas internas, guías particulares o buenas prácticas) los archivos físicos y electrónicos de una empresa garantizando su correcto almacenamiento y recuperación.","Gestión documental: 
Habilidad para administrar (con base en normas técnicas, políticas internas, guías particulares o buenas prácticas) los archivos físicos y electrónicos de una empresa garantizando su correcto almacenamiento y recuperación."
29.0,Gestión de recursos tecnológicos,Una persona demuestra que sabe gestionar recursos tecnológicos cuando es capaz de garantizar la disponibilidad y operatividad de los recursos tecnológicos de una organización y maximizar su eficacia.,124.0,Cómputo en la nube,"Habilidad para diferenciar los diversos tipos de servicio, modelos de consumo y arquitecturas de nube y emplear los que mejor se ajusten a las estrategias de operación y almacenamiento de información del negocio.","Cómputo en la nube: 
Habilidad para diferenciar los diversos tipos de servicio, modelos de consumo y arquitecturas de nube y emplear los que mejor se ajusten a las estrategias de operación y almacenamiento de información del negocio."
29.0,Gestión de recursos tecnológicos,Una persona demuestra que sabe gestionar recursos tecnológicos cuando es capaz de garantizar la disponibilidad y operatividad de los recursos tecnológicos de una organización y maximizar su eficacia.,125.0,Ciberseguridad,"Habilidad para implementar medidas de seguridad que protejan sistemas, redes y programas informáticos de ataques digitales.","Ciberseguridad: 
Habilidad para implementar medidas de seguridad que protejan sistemas, redes y programas informáticos de ataques digitales."
29.0,Gestión de recursos tecnológicos,Una persona demuestra que sabe gestionar recursos tecnológicos cuando es capaz de garantizar la disponibilidad y operatividad de los recursos tecnológicos de una organización y maximizar su eficacia.,126.0,Derecho digital,"Habilidad para acortar la brecha digital garantizando el acceso, uso y creación de productos digitales que se rijan por los principios de usabilidad, accesibilidad, adaptabilidad y equidad.  ","Derecho digital: 
Habilidad para acortar la brecha digital garantizando el acceso, uso y creación de productos digitales que se rijan por los principios de usabilidad, accesibilidad, adaptabilidad y equidad.  "
29.0,Gestión de recursos tecnológicos,Una persona demuestra que sabe gestionar recursos tecnológicos cuando es capaz de garantizar la disponibilidad y operatividad de los recursos tecnológicos de una organización y maximizar su eficacia.,126.0,Infraestructura tecnológica,Habilidad para diseñar y gestionar la base tecnológica necesaria para soportar y mantener operativos los sistemas y servicios de una organización.,"Infraestructura tecnológica: 
Habilidad para diseñar y gestionar la base tecnológica necesaria para soportar y mantener operativos los sistemas y servicios de una organización."
30.0,e-Commerce,"Una persona demuestra su competencia de e-Commerce cuando es capaz de gestionar un sistema de compra y venta de productos o servicios que opera a través de una plataforma online, asegurando la seguridad, efectividad y eficiencia de las transacciones entre compradores y vendedores.",127.0,Estrategia digital,"Habilidad para diseñar e implementar estrategias que se sirven de las tecnologías digitales para generar valor y posicionar productos y servicios, de acuerdo con los objetivos del negocio.","Estrategia digital: 
Habilidad para diseñar e implementar estrategias que se sirven de las tecnologías digitales para generar valor y posicionar productos y servicios, de acuerdo con los objetivos del negocio."
30.0,e-Commerce,"Una persona demuestra su competencia de e-Commerce cuando es capaz de gestionar un sistema de compra y venta de productos o servicios que opera a través de una plataforma online, asegurando la seguridad, efectividad y eficiencia de las transacciones entre compradores y vendedores.",128.0,Gestión de plataformas de e-Commerce,"Habilidad para favorecer el óptimo performance de una plataforma de e-Commerce así como su integridad, con el fin de garantizar la continuidad operativa de un comercio electrónico.","Gestión de plataformas de e-Commerce: 
Habilidad para favorecer el óptimo performance de una plataforma de e-Commerce así como su integridad, con el fin de garantizar la continuidad operativa de un comercio electrónico."
30.0,e-Commerce,"Una persona demuestra su competencia de e-Commerce cuando es capaz de gestionar un sistema de compra y venta de productos o servicios que opera a través de una plataforma online, asegurando la seguridad, efectividad y eficiencia de las transacciones entre compradores y vendedores.",129.0,Gestión del funnel de conversión,Habilidad para diseñar las estrategias digitales que logran que un lead pase de una fase del proceso de conversión a la siguiente y lo complete.,"Gestión del funnel de conversión: 
Habilidad para diseñar las estrategias digitales que logran que un lead pase de una fase del proceso de conversión a la siguiente y lo complete."
31.0,Marketing digital,"Una persona demuestra su competencia para el marketing digital cuando es capaz de implementar estrategias, gestionar planes y conectar con las tendencias del marketing para encontrar nuevas oportunidades de negocio y elevar la presencia y competitividad de una marca en el mercado digital.",130.0,Product marketing,Habilidad para impulsar la demanda y el uso de un producto empleando estrategias de marketing.,"Product marketing: 
Habilidad para impulsar la demanda y el uso de un producto empleando estrategias de marketing."
31.0,Marketing digital,"Una persona demuestra su competencia para el marketing digital cuando es capaz de implementar estrategias, gestionar planes y conectar con las tendencias del marketing para encontrar nuevas oportunidades de negocio y elevar la presencia y competitividad de una marca en el mercado digital.",131.0,Analítica en marketing,Habilidad para emplear metodologías y tecnologías para evaluar el éxito de una iniciativa o campaña de marketing digital.,"Analítica en marketing: 
Habilidad para emplear metodologías y tecnologías para evaluar el éxito de una iniciativa o campaña de marketing digital."
31.0,Marketing digital,"Una persona demuestra su competencia para el marketing digital cuando es capaz de implementar estrategias, gestionar planes y conectar con las tendencias del marketing para encontrar nuevas oportunidades de negocio y elevar la presencia y competitividad de una marca en el mercado digital.",132.0,Growth marketing,Habilidad para detectar y aprovechar ágilmente oportunidades que permitan generar resultados rápidos de crecimiento empresarial y desafiar las limitaciones organizacionales a través del marketing.,"Growth marketing: 
Habilidad para detectar y aprovechar ágilmente oportunidades que permitan generar resultados rápidos de crecimiento empresarial y desafiar las limitaciones organizacionales a través del marketing."
31.0,Marketing digital,"Una persona demuestra su competencia para el marketing digital cuando es capaz de implementar estrategias, gestionar planes y conectar con las tendencias del marketing para encontrar nuevas oportunidades de negocio y elevar la presencia y competitividad de una marca en el mercado digital.",133.0,Inbound marketing,Habilidad para combinar técnicas de marketing y publicidad no intrusivas con la finalidad de captar clientes (llamados buyer persona) mediante la creación de contenido valioso y experiencias hechas a la medida.,"Inbound marketing: 
Habilidad para combinar técnicas de marketing y publicidad no intrusivas con la finalidad de captar clientes (llamados buyer persona) mediante la creación de contenido valioso y experiencias hechas a la medida."
31.0,Marketing digital,"Una persona demuestra su competencia para el marketing digital cuando es capaz de implementar estrategias, gestionar planes y conectar con las tendencias del marketing para encontrar nuevas oportunidades de negocio y elevar la presencia y competitividad de una marca en el mercado digital.",133.0,Google Ads,Habilidad que permite crear y gestionar campañas de search con Google.,"Google Ads: 
Habilidad que permite crear y gestionar campañas de search con Google."
31.0,Marketing digital,"Una persona demuestra su competencia para el marketing digital cuando es capaz de implementar estrategias, gestionar planes y conectar con las tendencias del marketing para encontrar nuevas oportunidades de negocio y elevar la presencia y competitividad de una marca en el mercado digital.",133.0,Google Analytics,Habilidad que permite analizar datos de campañas y métricas de uso de sitios web y apps.,"Google Analytics: 
Habilidad que permite analizar datos de campañas y métricas de uso de sitios web y apps."
31.0,Lenguajes de programación,Esta competencia sirve para desarrollar las habilidades necesarias para programar en los lenguajes de programación más importantes. ,133.0,Python,Habilidad para programar usando el lenguaje Python.,"Python: 
Habilidad para programar usando el lenguaje Python."
31.0,Lenguajes de programación,Esta competencia sirve para desarrollar las habilidades necesarias para programar en los lenguajes de programación más importantes. ,133.0,Java,Habilidad para programar usando el lenguaje Java.,"Java: 
Habilidad para programar usando el lenguaje Java."
31.0,Lenguajes de programación,Esta competencia sirve para desarrollar las habilidades necesarias para programar en los lenguajes de programación más importantes. ,133.0,JavaScript,Habilidad para programar usando el lenguaje Javascript.,"JavaScript: 
Habilidad para programar usando el lenguaje Javascript."
31.0,Lenguajes de programación,Esta competencia sirve para desarrollar las habilidades necesarias para programar en los lenguajes de programación más importantes. ,133.0,PHP,Habilidad para programar usando el lenguaje PHP.,"PHP: 
Habilidad para programar usando el lenguaje PHP."
31.0,Lenguajes de programación,Esta competencia sirve para desarrollar las habilidades necesarias para programar en los lenguajes de programación más importantes. ,133.0,SQL,Habilidad para programar usando el lenguaje SQL.,"SQL: 
Habilidad para programar usando el lenguaje SQL."
31.0,Lenguajes de programación,Esta competencia sirve para desarrollar las habilidades necesarias para programar en los lenguajes de programación más importantes. ,133.0,NoSQL,"El término ""NoSQL"" se refiere a tipos de bases de datos no relacionales que almacenan datos en un formato distinto a las tablas relacionales. Sin embargo, las bases de datos NoSQL se pueden consultar utilizando API de lenguaje natural, lenguajes de consulta estructurados declarativos y lenguajes de consulta mediante ejemplo, por lo que también se les llama bases de datos ""no solo SQL"".","NoSQL: 
El término ""NoSQL"" se refiere a tipos de bases de datos no relacionales que almacenan datos en un formato distinto a las tablas relacionales. Sin embargo, las bases de datos NoSQL se pueden consultar utilizando API de lenguaje natural, lenguajes de consulta estructurados declarativos y lenguajes de consulta mediante ejemplo, por lo que también se les llama bases de datos ""no solo SQL""."
31.0,Lenguajes de programación,Esta competencia sirve para desarrollar las habilidades necesarias para programar en los lenguajes de programación más importantes. ,133.0,Ruby,Habilidad para programar usando el lenguaje Ruby.,"Ruby: 
Habilidad para programar usando el lenguaje Ruby."
31.0,Lenguajes de programación,Esta competencia sirve para desarrollar las habilidades necesarias para programar en los lenguajes de programación más importantes. ,133.0,C Sharp (C#),"Habilidad para emplear el lenguaje de programación desarrollado por Microsoft, orientado a objetos, que ha sido diseñado para compilar diversas aplicaciones que se ejecutan en . NET Framework. Se trata de un lenguaje simple, eficaz y con seguridad de tipos .","C Sharp (C#): 
Habilidad para emplear el lenguaje de programación desarrollado por Microsoft, orientado a objetos, que ha sido diseñado para compilar diversas aplicaciones que se ejecutan en . NET Framework. Se trata de un lenguaje simple, eficaz y con seguridad de tipos ."
31.0,Herramientas tecnológicas,Esta competencia sirve para desarrollar las habilidades necesarias para usar herramientas digitales para el trabajo.,133.0,Aplicaciones Microsoft,Habilidad para usar efectivamente las aplicaciones de la suite de Microsoft.,"Aplicaciones Microsoft: 
Habilidad para usar efectivamente las aplicaciones de la suite de Microsoft."
31.0,Herramientas tecnológicas,Esta competencia sirve para desarrollar las habilidades necesarias para usar herramientas digitales para el trabajo.,133.0,Aplicaciones Google,Habilidad para usar efectivamente las aplicaciones de la suite de Google.,"Aplicaciones Google: 
Habilidad para usar efectivamente las aplicaciones de la suite de Google."
31.0,Herramientas tecnológicas,Esta competencia sirve para desarrollar las habilidades necesarias para usar herramientas digitales para el trabajo.,133.0,Herramientas colaborativas,Habilidad para usar diferentes herramientas digitales para la colaboración laboral.,"Herramientas colaborativas: 
Habilidad para usar diferentes herramientas digitales para la colaboración laboral."
31.0,Herramientas tecnológicas,Esta competencia sirve para desarrollar las habilidades necesarias para usar herramientas digitales para el trabajo.,133.0,Herramientas para proyectos,Habilidad para usar diferentes herramientas digitales para la gestión de proyectos.,"Herramientas para proyectos: 
Habilidad para usar diferentes herramientas digitales para la gestión de proyectos."
31.0,Herramientas tecnológicas,Esta competencia sirve para desarrollar las habilidades necesarias para usar herramientas digitales para el trabajo.,133.0,Herramientas de diseño,Habilidad para usar diferentes herramientas digitales para el diseño.,"Herramientas de diseño: 
Habilidad para usar diferentes herramientas digitales para el diseño."
31.0,Herramientas tecnológicas,Esta competencia sirve para desarrollar las habilidades necesarias para usar herramientas digitales para el trabajo.,133.0,"Computadores, dispositivos electrónicos e internet","Habilidad para emplear, configurar y aprovechar eficazmente las funciones y características de dispositivos electrónicos como computadores, tabletas y teléfonos inteligentes con conectividad a Internet.","Computadores, dispositivos electrónicos e internet: 
Habilidad para emplear, configurar y aprovechar eficazmente las funciones y características de dispositivos electrónicos como computadores, tabletas y teléfonos inteligentes con conectividad a Internet."
31.0,Herramientas tecnológicas,Esta competencia sirve para desarrollar las habilidades necesarias para usar herramientas digitales para el trabajo.,133.0,Herramientas de ventas,"Habilidad para emplear, configurar y aprovechar eficazmente las funciones y características de diversas aplicaciones diseñadas para facilitar y optimizar el proceso de ventas de productos o servicios.","Herramientas de ventas: 
Habilidad para emplear, configurar y aprovechar eficazmente las funciones y características de diversas aplicaciones diseñadas para facilitar y optimizar el proceso de ventas de productos o servicios."
31.0,Herramientas tecnológicas,Esta competencia sirve para desarrollar las habilidades necesarias para usar herramientas digitales para el trabajo.,133.0,Sistema Linux,"Sistema operativo de código abierto basado en el kernel de Linux, utilizado ampliamente en servidores y dispositivos de todo tipo.","Sistema Linux: 
Sistema operativo de código abierto basado en el kernel de Linux, utilizado ampliamente en servidores y dispositivos de todo tipo."
31.0,Herramientas tecnológicas,Esta competencia sirve para desarrollar las habilidades necesarias para usar herramientas digitales para el trabajo.,133.0,Herramientas de Amazon,"Habilidad para emplear, configurar y aprovechar eficazmente las funciones y características de las aplicaciones y servicios de nube provistos por Amazon para uso personal y empresarial.","Herramientas de Amazon: 
Habilidad para emplear, configurar y aprovechar eficazmente las funciones y características de las aplicaciones y servicios de nube provistos por Amazon para uso personal y empresarial."
